pred2ndNext	pred1rstNext	DrawId	Feat-Parity-Over10	Feat-Parity-Over10-CanIncreaseOf	Feat-UniverseLength-Over10-CanDecreaseOf
4	5	20190706	4	1	0
5	4	20190705	4	0	-1
4	4	20190704	4	0	-1
4	4	20190703	5	0	-1
4	5	20190702	4	1	0
5	4	20190701	5	0	-1
4	5	20190629	5	1	0
5	5	20190628	5	1	0
5	5	20190627	5	1	0
5	5	20190626	4	1	0
5	4	20190625	4	1	0
4	4	20190624	3	1	0
4	3	20190622	3	0	-1
3	3	20190621	3	0	-1
3	3	20190620	4	0	-1
3	4	20190619	3	1	0
4	3	20190618	3	1	0
3	3	20190617	4	0	-1
3	4	20190615	5	0	-1
4	5	20190614	5	1	0
5	5	20190613	5	1	0
5	5	20190612	6	0	-1
5	6	20190611	5	1	0
6	5	20190610	5	0	-1
5	5	20190608	5	0	-1
5	5	20190607	6	0	-1
5	6	20190606	7	0	-1
6	7	20190605	7	0	-1
7	7	20190604	7	0	-1
7	7	20190603	8	0	-1
7	8	20190601	9	0	-1
8	9	20190531	9	0	-1
9	9	20190530	9	1	0
9	9	20190529	9	0	-1
9	9	20190528	9	0	-1
9	9	20190527	8	1	0
9	8	20190525	7	1	0
8	7	20190524	6	1	0
7	6	20190523	5	1	0
6	5	20190522	4	1	0
5	4	20190521	3	1	0
4	3	20190520	2	1	0
3	2	20190518	3	0	-1
2	3	20190517	3	0	-1
3	3	20190516	2	1	0
3	2	20190515	2	1	0
2	2	20190514	3	0	-1
2	3	20190513	3	1	0
3	3	20190511	4	0	-1
3	4	20190510	4	1	0
4	4	20190509	4	1	0
4	4	20190508	4	1	0
4	4	20190507	3	1	0
4	3	20190506	2	1	0
3	2	20190504	3	0	-1
2	3	20190503	4	0	-1
3	4	20190502	3	1	0
4	3	20190501	4	0	-1
3	4	20190430	3	1	0
4	3	20190429	3	1	0
3	3	20190427	4	0	-1
3	4	20190426	5	0	-1
4	5	20190425	6	0	-1
5	6	20190424	6	1	0
6	6	20190423	6	0	-1
6	6	20190422	5	1	0
6	5	20190420	5	1	0
5	5	20190419	4	1	0
5	4	20190418	4	1	0
4	4	20190417	4	1	0
4	4	20190416	4	0	-1
4	4	20190415	3	1	0
4	3	20190413	2	1	0
3	2	20190412	2	1	0
2	2	20190411	2	0	-1
2	2	20190410	2	1	0
2	2	20190409	3	0	-1
2	3	20190408	3	1	0
3	3	20190406	4	0	-1
3	4	20190405	4	1	0
4	4	20190404	3	1	0
4	3	20190403	4	0	-1
3	4	20190402	5	0	-1
4	5	20190401	5	1	0
5	5	20190330	5	0	-1
5	5	20190329	5	1	0
5	5	20190328	5	0	-1
5	5	20190327	5	1	0
5	5	20190326	4	1	0
5	4	20190325	5	0	-1
4	5	20190323	5	1	0
5	5	20190322	5	0	-1
5	5	20190321	4	1	0
5	4	20190320	4	1	0
4	4	20190319	4	0	-1
4	4	20190318	5	0	-1
4	5	20190316	5	0	-1
5	5	20190315	5	1	0
5	5	20190314	6	0	-1
5	6	20190313	6	0	-1
6	6	20190312	7	0	-1
6	7	20190311	7	0	-1
7	7	20190309	8	0	-1
7	8	20190308	8	1	0
8	8	20190307	7	1	0
8	7	20190306	6	1	0
7	6	20190305	5	1	0
6	5	20190304	5	1	0
5	5	20190302	4	1	0
5	4	20190301	3	1	0
4	3	20190228	3	0	-1
3	3	20190227	2	1	0
3	2	20190226	1	1	0
2	1	20190225	1	1	0
1	1	20190223	2	0	-1
1	2	20190222	2	1	0
2	2	20190221	2	1	0
2	2	20190220	2	1	0
2	2	20190219	3	0	-1
2	3	20190218	4	0	-1
3	4	20190216	3	1	0
4	3	20190215	3	1	0
3	3	20190214	4	0	-1
3	4	20190213	4	1	0
4	4	20190212	4	0	-1
4	4	20190211	4	1	0
4	4	20190209	4	1	0
4	4	20190208	5	0	-1
4	5	20190207	4	1	0
5	4	20190206	4	0	-1
4	4	20190205	4	1	0
4	4	20190204	4	1	0
4	4	20190202	3	1	0
4	3	20190201	4	0	-1
3	4	20190131	3	1	0
4	3	20190130	4	0	-1
3	4	20190129	4	1	0
4	4	20190128	3	1	0
4	3	20190126	4	0	-1
3	4	20190125	4	0	-1
4	4	20190124	4	1	0
4	4	20190123	5	0	-1
4	5	20190122	6	0	-1
5	6	20190121	6	0	-1
6	6	20190119	7	0	-1
6	7	20190118	6	1	0
7	6	20190117	6	1	0
6	6	20190116	7	0	-1
6	7	20190115	7	0	-1
7	7	20190114	7	0	-1
7	7	20190112	8	0	-1
7	8	20190111	7	1	0
8	7	20190110	6	1	0
7	6	20190109	5	1	0
6	5	20190108	4	1	0
5	4	20190107	4	1	0
4	4	20190105	4	1	0
4	4	20190104	4	0	-1
4	4	20190103	3	1	0
4	3	20190102	2	1	0
3	2	20190101	2	0	-1
2	2	20191231	2	1	0
2	2	20181229	3	0	-1
2	3	20181228	4	0	-1
3	4	20181227	4	1	0
4	4	20181226	4	1	0
4	4	20181225	4	1	0
4	4	20181224	3	1	0
4	3	20181222	4	0	-1
3	4	20181221	4	1	0
4	4	20181220	4	0	-1
4	4	20181219	4	1	0
4	4	20181218	4	0	-1
4	4	20181217	4	0	-1
4	4	20181215	5	0	-1
4	5	20181214	5	1	0
5	5	20181213	6	0	-1
5	6	20181212	6	1	0
6	6	20181211	5	1	0
6	5	20181210	5	1	0
5	5	20181208	4	1	0
5	4	20181207	5	0	-1
4	5	20181206	4	1	0
5	4	20181205	4	0	-1
4	4	20181204	3	1	0
4	3	20181203	4	0	-1
3	4	20181201	3	1	0
4	3	20181130	3	1	0
3	3	20181129	3	1	0
3	3	20181128	3	1	0
3	3	20181127	3	1	0
3	3	20181126	2	1	0
3	2	20181124	2	1	0
2	2	20181123	1	1	0
2	1	20181122	2	0	-1
1	2	20181121	1	1	0
2	1	20181120	2	0	-1
1	2	20181119	2	1	0
2	2	20181117	3	0	-1
2	3	20181116	4	0	-1
3	4	20181115	5	0	-1
4	5	20181114	6	0	-1
5	6	20181113	6	1	0
6	6	20181112	6	1	0
6	6	20181110	6	0	-1
6	6	20181109	6	1	0
6	6	20181108	6	0	-1
6	6	20181107	6	1	0
6	6	20181106	5	1	0
6	5	20181105	5	0	-1
5	5	20181103	4	1	0
5	4	20181102	4	0	-1
4	4	20181101	4	1	0
4	4	20181031	4	1	0
4	4	20181030	3	1	0
4	3	20181029	4	0	-1
3	4	20181027	3	1	0
4	3	20181026	3	1	0
3	3	20181025	3	1	0
3	3	20181024	2	1	0
3	2	20181023	3	0	-1
2	3	20181022	3	0	-1
3	3	20181020	4	0	-1
3	4	20181019	5	0	-1
4	5	20181018	6	0	-1
5	6	20181017	6	0	-1
6	6	20181016	6	1	0
6	6	20181015	6	1	0
6	6	20181013	7	0	-1
6	7	20181012	8	0	-1
7	8	20181011	7	1	0
8	7	20181010	7	0	-1
7	7	20181009	7	0	-1
7	7	20181008	6	1	0
7	6	20181006	6	0	-1
6	6	20181005	5	1	0
6	5	20181004	6	0	-1
5	6	20181003	6	1	0
6	6	20181002	6	0	-1
6	6	20181001	5	1	0
6	5	20180929	6	0	-1
5	6	20180928	5	1	0
6	5	20180927	4	1	0
5	4	20180926	5	0	-1
4	5	20180925	4	1	0
5	4	20180924	5	0	-1
4	5	20180922	5	0	-1
5	5	20180921	5	1	0
5	5	20180920	5	0	-1
5	5	20180919	6	0	-1
5	6	20180918	5	1	0
6	5	20180917	6	0	-1
5	6	20180915	7	0	-1
6	7	20180914	7	0	-1
7	7	20180913	7	1	0
7	7	20180912	6	1	0
7	6	20180911	5	1	0
6	5	20180910	6	0	-1
5	6	20180908	5	1	0
6	5	20180907	5	0	-1
5	5	20180906	5	1	0
5	5	20180905	4	1	0
5	4	20180904	3	1	0
4	3	20180903	2	1	0
3	2	20180901	3	0	-1
2	3	20180831	4	0	-1
3	4	20180830	4	1	0
4	4	20180829	3	1	0
4	3	20180828	4	0	-1
3	4	20180827	3	1	0
4	3	20180825	3	1	0
3	3	20180824	4	0	-1
3	4	20180823	4	1	0
4	4	20180822	4	1	0
4	4	20180821	3	1	0
4	3	20180820	2	1	0
3	2	20180818	2	1	0
2	2	20180817	3	0	-1
2	3	20180816	2	1	0
3	2	20180815	2	1	0
2	2	20180814	2	1	0
2	2	20180813	2	0	-1
2	2	20180811	2	1	0
2	2	20180810	2	1	0
2	2	20180809	3	0	-1
2	3	20180808	4	0	-1
3	4	20180807	4	1	0
4	4	20180806	4	0	-1
4	4	20180804	4	1	0
4	4	20180803	4	1	0
4	4	20180802	4	1	0
4	4	20180801	3	1	0
4	3	20180731	4	0	-1
3	4	20180730	4	1	0
4	4	20180728	4	0	-1
4	4	20180727	3	1	0
4	3	20180726	4	0	-1
3	4	20180725	3	1	0
4	3	20180724	3	1	0
3	3	20180723	4	0	-1
3	4	20180721	5	0	-1
4	5	20180720	5	1	0
5	5	20180719	5	0	-1
5	5	20180718	6	0	-1
5	6	20180717	6	0	-1
6	6	20180716	7	0	-1
6	7	20180714	7	0	-1
7	7	20180713	7	1	0
7	7	20180712	7	1	0
7	7	20180711	6	1	0
7	6	20180710	6	0	-1
6	6	20180709	6	1	0
6	6	20180707	5	1	0
6	5	20180706	5	0	-1
5	5	20180705	4	1	0
5	4	20180704	4	0	-1
4	4	20180703	3	1	0
4	3	20180702	3	1	0
3	3	20180630	3	1	0
3	3	20180629	3	1	0
3	3	20180628	3	0	-1
3	3	20180627	4	0	-1
3	4	20180626	4	1	0
4	4	20180625	3	1	0
4	3	20180623	3	1	0
3	3	20180622	3	0	-1
3	3	20180621	3	1	0
3	3	20180620	3	1	0
3	3	20180619	4	0	-1
3	4	20180618	4	1	0
4	4	20180616	4	0	-1
4	4	20180615	4	0	-1
4	4	20180614	5	0	-1
4	5	20180613	6	0	-1
5	6	20180612	7	0	-1
6	7	20180611	7	0	-1
7	7	20180609	7	1	0
7	7	20180608	8	0	-1
7	8	20180607	8	0	-1
8	8	20180606	9	0	-1
8	9	20180605	9	0	-1
9	9	20180604	8	1	0
9	8	20180602	8	0	-1
8	8	20180601	8	0	-1
8	8	20180531	7	1	0
8	7	20180530	6	1	0
7	6	20180529	7	0	-1
6	7	20180528	7	0	-1
7	7	20180526	7	0	-1
7	7	20180525	7	0	-1
7	7	20180524	6	1	0
7	6	20180523	7	0	-1
6	7	20180522	7	0	-1
7	7	20180521	6	1	0
7	6	20180519	7	0	-1
6	7	20180518	8	0	-1
7	8	20180517	8	0	-1
8	8	20180516	8	0	-1
8	8	20180515	8	0	-1
8	8	20180514	7	1	0
8	7	20180512	7	1	0
7	7	20180511	6	1	0
7	6	20180510	6	0	-1
6	6	20180509	7	0	-1
6	7	20180508	7	0	-1
7	7	20180507	6	1	0
7	6	20180505	5	1	0
6	5	20180504	4	1	0
5	4	20180503	3	1	0
4	3	20180502	3	1	0
3	3	20180501	3	1	0
3	3	20180430	3	1	0
3	3	20180428	3	0	-1
3	3	20180427	3	0	-1
3	3	20180426	3	0	-1
3	3	20180425	3	1	0
3	3	20180424	3	1	0
3	3	20180423	4	0	-1
3	4	20180421	4	1	0
4	4	20180420	4	1	0
4	4	20180419	5	0	-1
4	5	20180418	5	1	0
5	5	20180417	4	1	0
5	4	20180416	3	1	0
4	3	20180414	3	0	-1
3	3	20180413	3	1	0
3	3	20180412	4	0	-1
3	4	20180411	4	0	-1
4	4	20180410	5	0	-1
4	5	20180409	6	0	-1
5	6	20180407	6	0	-1
6	6	20180406	7	0	-1
6	7	20180405	8	0	-1
7	8	20180404	9	0	-1
8	9	20180403	9	0	-1
9	9	20180402	10	0	-1
9	10	20180331	10	0	-1
10	10	20180330	9	1	0
10	9	20180329	8	1	0
9	8	20180328	8	0	-1
8	8	20180327	7	1	0
8	7	20180326	6	1	0
7	6	20180324	6	0	-1
6	6	20180323	6	0	-1
6	6	20180322	6	0	-1
6	6	20180321	6	0	-1
6	6	20180320	6	0	-1
6	6	20180319	7	0	-1
6	7	20180317	8	0	-1
7	8	20180316	7	1	0
8	7	20180315	8	0	-1
7	8	20180314	8	1	0
8	8	20180313	7	1	0
8	7	20180312	7	0	-1
7	7	20180310	7	0	-1
7	7	20180309	7	0	-1
7	7	20180308	6	1	0
7	6	20180307	6	0	-1
6	6	20180306	6	0	-1
6	6	20180305	7	0	-1
6	7	20180303	6	1	0
7	6	20180302	7	0	-1
6	7	20180301	8	0	-1
7	8	20180228	8	0	-1
8	8	20180227	7	1	0
8	7	20180226	6	1	0
7	6	20180224	7	0	-1
6	7	20180223	7	0	-1
7	7	20180222	6	1	0
7	6	20180221	6	0	-1
6	6	20180220	7	0	-1
6	7	20180219	7	0	-1
7	7	20180217	6	1	0
7	6	20180216	5	1	0
6	5	20180215	5	1	0
5	5	20180214	6	0	-1
5	6	20180213	6	0	-1
6	6	20180212	6	0	-1
6	6	20180210	6	1	0
6	6	20180209	6	0	-1
6	6	20180208	6	0	-1
6	6	20180207	5	1	0
6	5	20180206	5	1	0
5	5	20180205	6	0	-1
5	6	20180203	6	1	0
6	6	20180202	6	0	-1
6	6	20180201	6	0	-1
6	6	20180131	5	1	0
6	5	20180130	6	0	-1
5	6	20180129	6	0	-1
6	6	20180127	5	1	0
6	5	20180126	5	1	0
5	5	20180125	5	1	0
5	5	20180124	4	1	0
5	4	20180123	5	0	-1
4	5	20180122	4	1	0
5	4	20180120	4	0	-1
4	4	20180119	4	1	0
4	4	20180118	4	0	-1
4	4	20180117	3	1	0
4	3	20180116	4	0	-1
3	4	20180115	5	0	-1
4	5	20180113	6	0	-1
5	6	20180112	6	1	0
6	6	20180111	6	0	-1
6	6	20180110	6	1	0
6	6	20180109	6	0	-1
6	6	20180108	7	0	-1
6	7	20180106	6	1	0
7	6	20180105	7	0	-1
6	7	20180104	6	1	0
7	6	20180103	6	0	-1
6	6	20180102	5	1	0
6	5	20180101	6	0	-1
5	6	20171230	5	1	0
6	5	20171229	5	1	0
5	5	20171228	4	1	0
5	4	20171227	3	1	0
4	3	20171226	4	0	-1
3	4	20171225	3	1	0
4	3	20171223	4	0	-1
3	4	20171222	3	1	0
4	3	20171221	3	1	0
3	3	20171220	3	0	-1
3	3	20171219	3	1	0
3	3	20171218	4	0	-1
3	4	20171216	4	1	0
4	4	20171215	5	0	-1
4	5	20171214	4	1	0
5	4	20171213	5	0	-1
4	5	20171212	4	1	0
5	4	20171211	4	1	0
4	4	20171209	5	0	-1
4	5	20171208	5	0	-1
5	5	20171207	5	1	0
5	5	20171206	4	1	0
5	4	20171205	4	1	0
4	4	20171204	4	0	-1
4	4	20171202	5	0	-1
4	5	20171201	4	1	0
5	4	20171130	5	0	-1
4	5	20171129	6	0	-1
5	6	20171128	6	0	-1
6	6	20171127	5	1	0
6	5	20171125	5	1	0
5	5	20171124	5	1	0
5	5	20171123	6	0	-1
5	6	20171122	5	1	0
6	5	20171121	5	0	-1
5	5	20171120	6	0	-1
5	6	20171118	6	0	-1
6	6	20171117	6	0	-1
6	6	20171116	6	0	-1
6	6	20171115	6	1	0
6	6	20171114	6	1	0
6	6	20171113	6	1	0
6	6	20171111	5	1	0
6	5	20171110	6	0	-1
5	6	20171109	5	1	0
6	5	20171108	5	0	-1
5	5	20171107	5	0	-1
5	5	20171106	5	0	-1
5	5	20171104	4	1	0
5	4	20171103	4	1	0
4	4	20171102	4	1	0
4	4	20171101	5	0	-1
4	5	20171031	6	0	-1
5	6	20171030	6	0	-1
6	6	20171028	6	1	0
6	6	20171027	6	0	-1
6	6	20171026	6	0	-1
6	6	20171025	6	0	-1
6	6	20171024	6	1	0
6	6	20171023	7	0	-1
6	7	20171021	8	0	-1
7	8	20171020	8	0	-1
8	8	20171019	7	1	0
8	7	20171018	6	1	0
7	6	20171017	6	1	0
6	6	20171016	6	0	-1
6	6	20171014	6	0	-1
6	6	20171013	6	0	-1
6	6	20171012	6	1	0
6	6	20171011	5	1	0
6	5	20171010	5	0	-1
5	5	20171009	5	0	-1
5	5	20171007	5	1	0
5	5	20171006	6	0	-1
5	6	20171005	6	1	0
6	6	20171004	6	0	-1
6	6	20171003	5	1	0
6	5	20171002	5	0	-1
5	5	20170930	6	0	-1
5	6	20170929	6	1	0
6	6	20170928	5	1	0
6	5	20170927	4	1	0
5	4	20170926	4	1	0
4	4	20170925	3	1	0
4	3	20170923	4	0	-1
3	4	20170922	3	1	0
4	3	20170921	4	0	-1
3	4	20170920	3	1	0
4	3	20170919	3	0	-1
3	3	20170918	3	1	0
3	3	20170916	3	1	0
3	3	20170915	3	1	0
3	3	20170914	4	0	-1
3	4	20170913	4	1	0
4	4	20170912	3	1	0
4	3	20170911	4	0	-1
3	4	20170909	3	1	0
4	3	20170908	4	0	-1
3	4	20170907	3	1	0
4	3	20170906	4	0	-1
3	4	20170905	4	1	0
4	4	20170904	5	0	-1
4	5	20170902	5	0	-1
5	5	20170901	6	0	-1
5	6	20170831	6	1	0
6	6	20170830	6	0	-1
6	6	20170829	7	0	-1
6	7	20170828	6	1	0
7	6	20170826	7	0	-1
6	7	20170825	7	0	-1
7	7	20170824	7	1	0
7	7	20170823	6	1	0
7	6	20170822	5	1	0
6	5	20170821	5	0	-1
5	5	20170819	6	0	-1
5	6	20170818	6	0	-1
6	6	20170817	6	0	-1
6	6	20170816	6	1	0
6	6	20170815	6	0	-1
6	6	20170814	5	1	0
6	5	20170812	5	1	0
5	5	20170811	5	1	0
5	5	20170810	5	1	0
5	5	20170809	5	0	-1
5	5	20170808	4	1	0
5	4	20170807	4	0	-1
4	4	20170805	4	0	-1
4	4	20170804	4	1	0
4	4	20170803	3	1	0
4	3	20170802	3	1	0
3	3	20170801	4	0	-1
3	4	20170731	4	1	0
4	4	20170729	4	1	0
4	4	20170728	3	1	0
4	3	20170727	3	1	0
3	3	20170726	2	1	0
3	2	20170725	2	0	-1
2	2	20170724	2	1	0
2	2	20170722	2	1	0
2	2	20170721	2	1	0
2	2	20170720	1	1	0
2	1	20170719	1	1	0
1	1	20170718	2	0	-1
1	2	20170717	3	0	-1
2	3	20170715	3	1	0
