pred2ndNext	pred1rstNext	DrawId	Feat-Parity-Over10	Feat-Parity-Over10-CanIncreaseOf	Feat-UniverseLength-Over10-CanDecreaseOf
4	5	20190907	6	0	-1
5	6	20190906	7	0	-1
6	7	20190905	6	1	0
7	6	20190904	6	1	0
6	6	20190903	5	1	0
6	5	20190902	5	0	-1
5	5	20190831	6	0	-1
5	6	20190830	6	1	0
6	6	20190829	5	1	0
6	5	20190828	5	0	-1
5	5	20190827	5	0	-1
5	5	20190826	5	0	-1
5	5	20190824	5	1	0
5	5	20190823	6	0	-1
5	6	20190822	7	0	-1
6	7	20190821	6	1	0
7	6	20190820	6	0	-1
6	6	20190819	7	0	-1
6	7	20190817	7	1	0
7	7	20190816	6	1	0
7	6	20190815	5	1	0
6	5	20190814	5	0	-1
5	5	20190813	5	1	0
5	5	20190812	4	1	0
5	4	20190810	3	1	0
4	3	20190809	3	1	0
3	3	20190808	3	0	-1
3	3	20190807	2	1	0
3	2	20190806	2	1	0
2	2	20190805	2	1	0
2	2	20190803	3	0	-1
2	3	20190802	2	1	0
3	2	20190801	2	1	0
2	2	20190731	3	0	-1
2	3	20190730	3	1	0
3	3	20190729	4	0	-1
3	4	20190727	4	0	-1
4	4	20190726	4	1	0
4	4	20190725	5	0	-1
4	5	20190724	5	1	0
5	5	20190723	5	0	-1
5	5	20190722	6	0	-1
5	6	20190720	7	0	-1
6	7	20190719	7	0	-1
7	7	20190718	7	1	0
7	7	20190717	6	1	0
7	6	20190716	6	0	-1
6	6	20190715	7	0	-1
6	7	20190713	7	0	-1
7	7	20190712	8	0	-1
7	8	20190711	8	0	-1
8	8	20190710	8	0	-1
8	8	20190709	7	1	0
8	7	20190708	7	0	-1
7	7	20190706	8	0	-1
7	8	20190705	9	0	-1
8	9	20190704	9	0	-1
9	9	20190703	9	0	-1
9	9	20190702	9	0	-1
9	9	20190701	8	1	0
9	8	20190629	7	1	0
8	7	20190628	7	0	-1
7	7	20190627	8	0	-1
7	8	20190626	7	1	0
8	7	20190625	7	0	-1
7	7	20190624	7	0	-1
7	7	20190622	7	0	-1
7	7	20190621	7	0	-1
7	7	20190620	7	0	-1
7	7	20190619	7	1	0
7	7	20190618	7	1	0
7	7	20190617	7	0	-1
7	7	20190615	7	0	-1
7	7	20190614	8	0	-1
7	8	20190613	8	0	-1
8	8	20190612	7	1	0
8	7	20190611	7	0	-1
7	7	20190610	7	0	-1
7	7	20190608	6	1	0
7	6	20190607	7	0	-1
6	7	20190606	7	1	0
7	7	20190605	6	1	0
7	6	20190604	5	1	0
6	5	20190603	5	0	-1
5	5	20190601	5	0	-1
5	5	20190531	5	1	0
5	5	20190530	5	0	-1
5	5	20190529	5	0	-1
5	5	20190528	5	1	0
5	5	20190527	5	0	-1
5	5	20190525	6	0	-1
5	6	20190524	7	0	-1
6	7	20190523	8	0	-1
7	8	20190522	7	1	0
8	7	20190521	7	0	-1
7	7	20190520	7	1	0
7	7	20190518	6	1	0
7	6	20190517	6	0	-1
6	6	20190516	6	1	0
6	6	20190515	6	0	-1
6	6	20190514	6	0	-1
6	6	20190513	5	1	0
6	5	20190511	5	0	-1
5	5	20190510	6	0	-1
5	6	20190509	5	1	0
6	5	20190508	6	0	-1
5	6	20190507	6	1	0
6	6	20190506	5	1	0
6	5	20190504	6	0	-1
5	6	20190503	6	0	-1
6	6	20190502	5	1	0
6	5	20190501	5	1	0
5	5	20190430	5	0	-1
5	5	20190429	5	0	-1
5	5	20190427	6	0	-1
5	6	20190426	6	0	-1
6	6	20190425	7	0	-1
6	7	20190424	8	0	-1
7	8	20190423	7	1	0
8	7	20190422	7	0	-1
7	7	20190420	8	0	-1
7	8	20190419	9	0	-1
8	9	20190418	8	1	0
9	8	20190417	8	0	-1
8	8	20190416	7	1	0
8	7	20190415	6	1	0
7	6	20190413	6	0	-1
6	6	20190412	6	0	-1
6	6	20190411	6	1	0
6	6	20190410	6	0	-1
6	6	20190409	6	0	-1
6	6	20190408	6	0	-1
6	6	20190406	6	1	0
6	6	20190405	5	1	0
6	5	20190404	6	0	-1
5	6	20190403	7	0	-1
6	7	20190402	6	1	0
7	6	20190401	6	0	-1
6	6	20190330	6	1	0
6	6	20190329	6	0	-1
6	6	20190328	5	1	0
6	5	20190327	5	0	-1
5	5	20190326	5	1	0
5	5	20190325	6	0	-1
5	6	20190323	5	1	0
6	5	20190322	5	0	-1
5	5	20190321	6	0	-1
5	6	20190320	6	0	-1
6	6	20190319	6	1	0
6	6	20190318	5	1	0
6	5	20190316	6	0	-1
5	6	20190315	6	0	-1
6	6	20190314	6	1	0
6	6	20190313	6	0	-1
6	6	20190312	6	1	0
6	6	20190311	6	0	-1
6	6	20190309	6	0	-1
6	6	20190308	5	1	0
6	5	20190307	6	0	-1
5	6	20190306	6	1	0
6	6	20190305	6	0	-1
6	6	20190304	5	1	0
6	5	20190302	5	1	0
5	5	20190301	5	0	-1
5	5	20190228	5	1	0
5	5	20190227	5	0	-1
5	5	20190226	5	0	-1
5	5	20190225	5	1	0
5	5	20190223	4	1	0
5	4	20190222	4	1	0
4	4	20190221	3	1	0
4	3	20190220	4	0	-1
3	4	20190219	5	0	-1
4	5	20190218	5	0	-1
5	5	20190216	5	1	0
5	5	20190215	4	1	0
5	4	20190214	3	1	0
4	3	20190213	3	1	0
3	3	20190212	4	0	-1
3	4	20190211	5	0	-1
4	5	20190209	6	0	-1
5	6	20190208	5	1	0
6	5	20190207	5	0	-1
5	5	20190206	5	0	-1
5	5	20190205	5	1	0
5	5	20190204	5	1	0
5	5	20190202	5	1	0
5	5	20190201	6	0	-1
5	6	20190131	5	1	0
6	5	20190130	4	1	0
5	4	20190129	3	1	0
4	3	20190128	3	1	0
3	3	20190126	2	1	0
3	2	20190125	1	1	0
2	1	20190124	2	0	-1
1	2	20190123	2	1	0
2	2	20190122	3	0	-1
2	3	20190121	2	1	0
3	2	20190119	3	0	-1
2	3	20190118	3	1	0
3	3	20190117	3	1	0
3	3	20190116	4	0	-1
3	4	20190115	4	1	0
4	4	20190114	5	0	-1
4	5	20190112	5	0	-1
5	5	20190111	5	1	0
5	5	20190110	5	0	-1
5	5	20190109	6	0	-1
5	6	20190108	6	0	-1
6	6	20190107	6	1	0
6	6	20190105	7	0	-1
6	7	20190104	7	0	-1
7	7	20190103	8	0	-1
7	8	20190102	8	0	-1
8	8	20190101	7	1	0
8	7	20191231	8	0	-1
7	8	20181229	7	1	0
8	7	20181228	6	1	0
7	6	20181227	5	1	0
6	5	20181226	6	0	-1
5	6	20181225	5	1	0
6	5	20181224	5	0	-1
5	5	20181222	5	0	-1
5	5	20181221	4	1	0
5	4	20181220	5	0	-1
4	5	20181219	4	1	0
5	4	20181218	4	1	0
4	4	20181217	4	1	0
4	4	20181215	4	1	0
4	4	20181214	3	1	0
4	3	20181213	3	1	0
3	3	20181212	3	0	-1
3	3	20181211	2	1	0
3	2	20181210	3	0	-1
2	3	20181208	3	0	-1
3	3	20181207	3	1	0
3	3	20181206	4	0	-1
3	4	20181205	4	1	0
4	4	20181204	5	0	-1
4	5	20181203	5	1	0
5	5	20181201	5	1	0
5	5	20181130	4	1	0
5	4	20181129	4	1	0
4	4	20181128	4	0	-1
4	4	20181127	4	0	-1
4	4	20181126	4	1	0
4	4	20181124	3	1	0
4	3	20181123	4	0	-1
3	4	20181122	3	1	0
4	3	20181121	4	0	-1
3	4	20181120	4	1	0
4	4	20181119	4	1	0
4	4	20181117	5	0	-1
4	5	20181116	5	0	-1
5	5	20181115	4	1	0
5	4	20181114	4	1	0
4	4	20181113	5	0	-1
4	5	20181112	5	0	-1
5	5	20181110	6	0	-1
5	6	20181109	6	0	-1
6	6	20181108	6	1	0
6	6	20181107	6	1	0
6	6	20181106	6	0	-1
6	6	20181105	6	0	-1
6	6	20181103	6	1	0
6	6	20181102	7	0	-1
6	7	20181101	6	1	0
7	6	20181031	5	1	0
6	5	20181030	5	0	-1
5	5	20181029	4	1	0
5	4	20181027	5	0	-1
4	5	20181026	5	1	0
5	5	20181025	4	1	0
5	4	20181024	3	1	0
4	3	20181023	4	0	-1
3	4	20181022	4	0	-1
4	4	20181020	4	1	0
4	4	20181019	4	1	0
4	4	20181018	3	1	0
4	3	20181017	4	0	-1
3	4	20181016	3	1	0
4	3	20181015	3	1	0
3	3	20181013	4	0	-1
3	4	20181012	5	0	-1
4	5	20181011	4	1	0
5	4	20181010	4	0	-1
4	4	20181009	5	0	-1
4	5	20181008	5	1	0
5	5	20181006	6	0	-1
5	6	20181005	5	1	0
6	5	20181004	6	0	-1
5	6	20181003	6	1	0
6	6	20181002	6	0	-1
6	6	20181001	6	0	-1
6	6	20180929	6	1	0
6	6	20180928	6	0	-1
6	6	20180927	5	1	0
6	5	20180926	6	0	-1
5	6	20180925	5	1	0
6	5	20180924	5	1	0
5	5	20180922	5	0	-1
5	5	20180921	5	1	0
5	5	20180920	5	0	-1
5	5	20180919	5	0	-1
5	5	20180918	6	0	-1
5	6	20180917	5	1	0
6	5	20180915	5	1	0
5	5	20180914	5	0	-1
5	5	20180913	6	0	-1
5	6	20180912	7	0	-1
6	7	20180911	6	1	0
7	6	20180910	6	1	0
6	6	20180908	5	1	0
6	5	20180907	4	1	0
5	4	20180906	4	0	-1
4	4	20180905	5	0	-1
4	5	20180904	6	0	-1
5	6	20180903	6	0	-1
6	6	20180901	6	0	-1
6	6	20180831	5	1	0
6	5	20180830	6	0	-1
5	6	20180829	7	0	-1
6	7	20180828	7	1	0
7	7	20180827	8	0	-1
7	8	20180825	7	1	0
8	7	20180824	6	1	0
7	6	20180823	5	1	0
6	5	20180822	5	0	-1
5	5	20180821	5	0	-1
5	5	20180820	5	1	0
5	5	20180818	5	0	-1
5	5	20180817	4	1	0
5	4	20180816	4	1	0
4	4	20180815	3	1	0
4	3	20180814	4	0	-1
3	4	20180813	4	1	0
4	4	20180811	5	0	-1
4	5	20180810	4	1	0
5	4	20180809	3	1	0
4	3	20180808	4	0	-1
3	4	20180807	4	0	-1
4	4	20180806	4	1	0
4	4	20180804	5	0	-1
4	5	20180803	5	1	0
5	5	20180802	4	1	0
5	4	20180801	5	0	-1
4	5	20180731	4	1	0
5	4	20180730	4	1	0
4	4	20180728	5	0	-1
4	5	20180727	4	1	0
5	4	20180726	3	1	0
4	3	20180725	4	0	-1
3	4	20180724	3	1	0
4	3	20180723	3	1	0
3	3	20180721	4	0	-1
3	4	20180720	4	0	-1
4	4	20180719	5	0	-1
4	5	20180718	6	0	-1
5	6	20180717	5	1	0
6	5	20180716	5	1	0
5	5	20180714	5	1	0
5	5	20180713	4	1	0
5	4	20180712	5	0	-1
4	5	20180711	5	1	0
5	5	20180710	5	0	-1
5	5	20180709	5	0	-1
5	5	20180707	5	0	-1
5	5	20180706	5	0	-1
5	5	20180705	6	0	-1
5	6	20180704	6	1	0
6	6	20180703	6	1	0
6	6	20180702	7	0	-1
6	7	20180630	6	1	0
7	6	20180629	7	0	-1
6	7	20180628	7	0	-1
7	7	20180627	6	1	0
7	6	20180626	6	0	-1
6	6	20180625	6	0	-1
6	6	20180623	5	1	0
6	5	20180622	5	1	0
5	5	20180621	5	1	0
5	5	20180620	4	1	0
5	4	20180619	4	1	0
4	4	20180618	3	1	0
4	3	20180616	2	1	0
3	2	20180615	3	0	-1
2	3	20180614	3	0	-1
3	3	20180613	3	0	-1
3	3	20180612	4	0	-1
3	4	20180611	5	0	-1
4	5	20180609	6	0	-1
5	6	20180608	7	0	-1
6	7	20180607	7	1	0
7	7	20180606	8	0	-1
7	8	20180605	8	1	0
8	8	20180604	8	0	-1
8	8	20180602	8	0	-1
8	8	20180601	8	0	-1
8	8	20180531	7	1	0
8	7	20180530	6	1	0
7	6	20180529	6	0	-1
6	6	20180528	5	1	0
6	5	20180526	6	0	-1
5	6	20180525	5	1	0
6	5	20180524	6	0	-1
5	6	20180523	6	0	-1
6	6	20180522	5	1	0
6	5	20180521	5	0	-1
5	5	20180519	6	0	-1
5	6	20180518	7	0	-1
6	7	20180517	7	0	-1
7	7	20180516	7	1	0
7	7	20180515	7	0	-1
7	7	20180514	8	0	-1
7	8	20180512	8	0	-1
8	8	20180511	7	1	0
8	7	20180510	8	0	-1
7	8	20180509	7	1	0
8	7	20180508	6	1	0
7	6	20180507	5	1	0
6	5	20180505	4	1	0
5	4	20180504	5	0	-1
4	5	20180503	4	1	0
5	4	20180502	3	1	0
4	3	20180501	2	1	0
3	2	20180430	2	1	0
2	2	20180428	2	0	-1
2	2	20180427	3	0	-1
2	3	20180426	3	1	0
3	3	20180425	4	0	-1
3	4	20180424	4	1	0
4	4	20180423	4	0	-1
4	4	20180421	5	0	-1
4	5	20180420	5	1	0
5	5	20180419	5	1	0
5	5	20180418	6	0	-1
5	6	20180417	6	0	-1
6	6	20180416	6	0	-1
6	6	20180414	7	0	-1
6	7	20180413	7	0	-1
7	7	20180412	7	1	0
7	7	20180411	6	1	0
7	6	20180410	5	1	0
6	5	20180409	6	0	-1
5	6	20180407	7	0	-1
6	7	20180406	7	0	-1
7	7	20180405	6	1	0
7	6	20180404	6	0	-1
6	6	20180403	5	1	0
6	5	20180402	5	0	-1
5	5	20180331	5	1	0
5	5	20180330	5	1	0
5	5	20180329	6	0	-1
5	6	20180328	5	1	0
6	5	20180327	4	1	0
5	4	20180326	4	0	-1
4	4	20180324	4	1	0
4	4	20180323	4	0	-1
4	4	20180322	4	1	0
4	4	20180321	4	0	-1
4	4	20180320	4	1	0
4	4	20180319	5	0	-1
4	5	20180317	4	1	0
5	4	20180316	5	0	-1
4	5	20180315	5	1	0
5	5	20180314	4	1	0
5	4	20180313	5	0	-1
4	5	20180312	4	1	0
5	4	20180310	5	0	-1
4	5	20180309	5	0	-1
5	5	20180308	6	0	-1
5	6	20180307	6	0	-1
6	6	20180306	7	0	-1
6	7	20180305	7	0	-1
7	7	20180303	7	1	0
7	7	20180302	7	1	0
7	7	20180301	7	0	-1
7	7	20180228	7	1	0
7	7	20180227	6	1	0
7	6	20180226	6	0	-1
6	6	20180224	5	1	0
6	5	20180223	5	0	-1
5	5	20180222	4	1	0
5	4	20180221	4	0	-1
4	4	20180220	5	0	-1
4	5	20180219	5	1	0
5	5	20180217	4	1	0
5	4	20180216	5	0	-1
4	5	20180215	6	0	-1
5	6	20180214	5	1	0
6	5	20180213	5	1	0
5	5	20180212	4	1	0
5	4	20180210	5	0	-1
4	5	20180209	5	0	-1
5	5	20180208	5	0	-1
5	5	20180207	6	0	-1
5	6	20180206	6	1	0
6	6	20180205	5	1	0
6	5	20180203	4	1	0
5	4	20180202	5	0	-1
4	5	20180201	5	1	0
5	5	20180131	6	0	-1
5	6	20180130	6	0	-1
6	6	20180129	5	1	0
6	5	20180127	4	1	0
5	4	20180126	3	1	0
4	3	20180125	4	0	-1
3	4	20180124	5	0	-1
4	5	20180123	5	1	0
5	5	20180122	5	0	-1
5	5	20180120	6	0	-1
5	6	20180119	6	0	-1
6	6	20180118	5	1	0
6	5	20180117	6	0	-1
5	6	20180116	7	0	-1
6	7	20180115	8	0	-1
7	8	20180113	8	0	-1
8	8	20180112	7	1	0
8	7	20180111	7	1	0
7	7	20180110	7	0	-1
7	7	20180109	7	0	-1
7	7	20180108	6	1	0
7	6	20180106	6	1	0
6	6	20180105	5	1	0
6	5	20180104	5	0	-1
5	5	20180103	4	1	0
5	4	20180102	3	1	0
4	3	20180101	4	0	-1
3	4	20171230	5	0	-1
4	5	20171229	5	0	-1
5	5	20171228	5	0	-1
5	5	20171227	6	0	-1
5	6	20171226	6	1	0
6	6	20171225	6	1	0
6	6	20171223	6	0	-1
6	6	20171222	7	0	-1
6	7	20171221	7	1	0
7	7	20171220	7	0	-1
7	7	20171219	7	0	-1
7	7	20171218	6	1	0
7	6	20171216	6	0	-1
6	6	20171215	5	1	0
6	5	20171214	6	0	-1
5	6	20171213	6	1	0
6	6	20171212	5	1	0
6	5	20171211	5	0	-1
5	5	20171209	6	0	-1
5	6	20171208	5	1	0
6	5	20171207	5	0	-1
5	5	20171206	6	0	-1
5	6	20171205	5	1	0
6	5	20171204	6	0	-1
5	6	20171202	5	1	0
6	5	20171201	5	1	0
5	5	20171130	6	0	-1
5	6	20171129	5	1	0
6	5	20171128	5	0	-1
5	5	20171127	6	0	-1
5	6	20171125	6	0	-1
6	6	20171124	6	0	-1
6	6	20171123	7	0	-1
6	7	20171122	6	1	0
7	6	20171121	6	1	0
6	6	20171120	7	0	-1
6	7	20171118	6	1	0
7	6	20171117	6	1	0
6	6	20171116	5	1	0
6	5	20171115	4	1	0
5	4	20171114	3	1	0
4	3	20171113	2	1	0
3	2	20171111	1	1	0
2	1	20171110	1	1	0
1	1	20171109	2	0	-1
1	2	20171108	1	1	0
2	1	20171107	1	1	0
1	1	20171106	2	0	-1
1	2	20171104	2	1	0
2	2	20171103	3	0	-1
2	3	20171102	4	0	-1
3	4	20171101	4	1	0
4	4	20171031	4	1	0
4	4	20171030	5	0	-1
4	5	20171028	5	0	-1
5	5	20171027	6	0	-1
5	6	20171026	6	1	0
6	6	20171025	6	0	-1
6	6	20171024	6	1	0
6	6	20171023	5	1	0
6	5	20171021	4	1	0
5	4	20171020	4	1	0
4	4	20171019	5	0	-1
4	5	20171018	4	1	0
5	4	20171017	3	1	0
4	3	20171016	3	0	-1
3	3	20171014	3	1	0
3	3	20171013	2	1	0
3	2	20171012	2	1	0
2	2	20171011	2	1	0
2	2	20171010	3	0	-1
2	3	20171009	3	1	0
3	3	20171007	3	0	-1
3	3	20171006	4	0	-1
3	4	20171005	5	0	-1
4	5	20171004	4	1	0
5	4	20171003	5	0	-1
4	5	20171002	5	1	0
5	5	20170930	5	1	0
5	5	20170929	6	0	-1
5	6	20170928	5	1	0
6	5	20170927	6	0	-1
5	6	20170926	6	0	-1
6	6	20170925	5	1	0
6	5	20170923	4	1	0
5	4	20170922	5	0	-1
4	5	20170921	5	0	-1
5	5	20170920	6	0	-1
5	6	20170919	6	1	0
6	6	20170918	5	1	0
6	5	20170916	5	1	0
5	5	20170915	4	1	0
5	4	20170914	3	1	0
4	3	20170913	4	0	-1
3	4	20170912	4	1	0
4	4	20170911	3	1	0
4	3	20170909	3	0	-1
3	3	20170908	2	1	0
3	2	20170907	2	1	0
2	2	20170906	3	0	-1
2	3	20170905	3	1	0
3	3	20170904	4	0	-1
3	4	20170902	5	0	-1
4	5	20170901	4	1	0
5	4	20170831	4	1	0
4	4	20170830	5	0	-1
4	5	20170829	5	0	-1
5	5	20170828	6	0	-1
5	6	20170826	6	1	0
6	6	20170825	6	0	-1
6	6	20170824	7	0	-1
6	7	20170823	6	1	0
7	6	20170822	5	1	0
6	5	20170821	5	1	0
5	5	20170819	6	0	-1
5	6	20170818	5	1	0
6	5	20170817	4	1	0
5	4	20170816	4	0	-1
4	4	20170815	5	0	-1
4	5	20170814	4	1	0
5	4	20170812	3	1	0
4	3	20170811	3	1	0
3	3	20170810	3	1	0
3	3	20170809	3	1	0
3	3	20170808	3	0	-1
3	3	20170807	4	0	-1
3	4	20170805	5	0	-1
4	5	20170804	4	1	0
5	4	20170803	4	0	-1
4	4	20170802	4	1	0
4	4	20170801	4	1	0
4	4	20170731	4	1	0
4	4	20170729	4	1	0
4	4	20170728	4	1	0
4	4	20170727	3	1	0
4	3	20170726	3	0	-1
3	3	20170725	3	0	-1
3	3	20170724	4	0	-1
3	4	20170722	3	1	0
4	3	20170721	4	0	-1
3	4	20170720	4	1	0
4	4	20170719	4	1	0
4	4	20170718	5	0	-1
4	5	20170717	6	0	-1
5	6	20170715	6	1	0
